ac;ac_sn;;;;;;;;;;;;;;;;;;;;;;
TC-AJP;35983;;;;;;;;;;;;;;;;;;;;;;
TC-ALC;4141;;;;;;;;;;;;;;;;;;;;;;
TC-ALG;5038;;;;;;;;;;;;;;;;;;;;;;
TC-AMP;40723;;;;;;;;;;;;;;;;;;;;;;
TC-ANA;1002;;;;;;;;;;;;;;;;;;;;;;
TC-ANK;03751;;;;;;;;;;;;;;;;;;;;;;
TC-ANP;40722;;;;;;;;;;;;;;;;;;;;;;
TC-ARP;40727;;;;;;;;;;;;;;;;;;;;;;
TC-ASP;40011;;;;;;;;;;;;;;;;;;;;;;
TC-ATA;5346;;;;;;;;;;;;;;;;;;;;;;
TC-ATB;1503;;;;;;;;;;;;;;;;;;;;;;
TC-ATD;1124;;;;;;;;;;;;;;;;;;;;;;
TC-ATE;00675;;;;;;;;;;;;;;;;;;;;;;
TC-ATF;00761;;;;;;;;;;;;;;;;;;;;;;
TC-ATH;1953;;;;;;;;;;;;;;;;;;;;;;
TC-ATK;2747;;;;;;;;;;;;;;;;;;;;;;
TC-ATM;2753;;;;;;;;;;;;;;;;;;;;;;
TC-ATR;1451;;;;;;;;;;;;;;;;;;;;;;
TC-ATT;1624;;;;;;;;;;;;;;;;;;;;;;
TC-ATY;808;;;;;;;;;;;;;;;;;;;;;;
TC-ATZ;823;;;;;;;;;;;;;;;;;;;;;;
TC-AVP;38175;;;;;;;;;;;;;;;;;;;;;;
TC-AZ1;19460;;;;;;;;;;;;;;;;;;;;;;
TC-AZ2;0;;;;;;;;;;;;;;;;;;;;;;
TC-AZ8;20525;;;;;;;;;;;;;;;;;;;;;;
TC-AZP;38176;;;;;;;;;;;;;;;;;;;;;;
TC-CAN;0902;;;;;;;;;;;;;;;;;;;;;;
TCCB 1;920168;;;;;;;;;;;;;;;;;;;;;;
TCCB 2;920019;;;;;;;;;;;;;;;;;;;;;;
TCCB 3;920173;;;;;;;;;;;;;;;;;;;;;;
TC-CBK;5254;;;;;;;;;;;;;;;;;;;;;;
TC-CCJ;35701;;;;;;;;;;;;;;;;;;;;;;
TC-CCK;35699;;;;;;;;;;;;;;;;;;;;;;
TC-CCM;6443;;;;;;;;;;;;;;;;;;;;;;
TC-CCP;37746;;;;;;;;;;;;;;;;;;;;;;
TC-COE;36881;;;;;;;;;;;;;;;;;;;;;;
TC-COH;35850;;;;;;;;;;;;;;;;;;;;;;
TC-CON;39412;;;;;;;;;;;;;;;;;;;;;;
TC-COR;42058;;;;;;;;;;;;;;;;;;;;;;
TC-CPA;40725;;;;;;;;;;;;;;;;;;;;;;
TC-CPB;38177;;;;;;;;;;;;;;;;;;;;;;
TC-CPC;40878;;;;;;;;;;;;;;;;;;;;;;
TC-CPD;40726;;;;;;;;;;;;;;;;;;;;;;
TC-CPE;38178;;;;;;;;;;;;;;;;;;;;;;
TC-CPF;40879;;;;;;;;;;;;;;;;;;;;;;
TC-CPG;40880;;;;;;;;;;;;;;;;;;;;;;
TC-CPI;40014;;;;;;;;;;;;;;;;;;;;;;
TC-CPJ;40881;;;;;;;;;;;;;;;;;;;;;;
TC-CPK;40009;;;;;;;;;;;;;;;;;;;;;;
TC-CPL;40010;;;;;;;;;;;;;;;;;;;;;;
TC-CPM;40012;;;;;;;;;;;;;;;;;;;;;;
TC-CPN;40013;;;;;;;;;;;;;;;;;;;;;;
TC-CPO;33641;;;;;;;;;;;;;;;;;;;;;;
TC-CPP;32903;;;;;;;;;;;;;;;;;;;;;;
TC-CPR;34905;;;;;;;;;;;;;;;;;;;;;;
TC-CPS;37366;;;;;;;;;;;;;;;;;;;;;;
TC-CPU;35216;;;;;;;;;;;;;;;;;;;;;;
TC-CPV;36884;;;;;;;;;;;;;;;;;;;;;;
TC-CPY;41767;;;;;;;;;;;;;;;;;;;;;;
TC-CPZ;41768;;;;;;;;;;;;;;;;;;;;;;
TC-CRA;41769;;;;;;;;;;;;;;;;;;;;;;
TC-CRB;62687;;;;;;;;;;;;;;;;;;;;;;
TC-CRE;63703;;;;;;;;;;;;;;;;;;;;;;
TC-CRF;63704;;;;;;;;;;;;;;;;;;;;;;
TC-CRG;63705;;;;;;;;;;;;;;;;;;;;;;
TC-CZD;4354;;;;;;;;;;;;;;;;;;;;;;
TC-DAP;5212;;;;;;;;;;;;;;;;;;;;;;
TC-DCA;5879;;;;;;;;;;;;;;;;;;;;;;
TC-DCB;5902;;;;;;;;;;;;;;;;;;;;;;
TC-DCC;5950;;;;;;;;;;;;;;;;;;;;;;
TC-DCD;5995;;;;;;;;;;;;;;;;;;;;;;
TC-DCE;6465;;;;;;;;;;;;;;;;;;;;;;
TC-DCF;3831;;;;;;;;;;;;;;;;;;;;;;
TC-DCG;6597;;;;;;;;;;;;;;;;;;;;;;
TC-DCH;6619;;;;;;;;;;;;;;;;;;;;;;
TC-DCI;6666;;;;;;;;;;;;;;;;;;;;;;
TC-DCJ;4175;;;;;;;;;;;;;;;;;;;;;;
TC-DCL;7145;;;;;;;;;;;;;;;;;;;;;;
TC-DCM;7200;;;;;;;;;;;;;;;;;;;;;;
TC-DOU;510-0330;;;;;;;;;;;;;;;;;;;;;;
TC-DT1;0;;;;;;;;;;;;;;;;;;;;;;
TC-DT2;0;;;;;;;;;;;;;;;;;;;;;;
TC-DT3;0;;;;;;;;;;;;;;;;;;;;;;
TC-DT4;0;;;;;;;;;;;;;;;;;;;;;;
TC-DT5;0;;;;;;;;;;;;;;;;;;;;;;
TC-DT6;0;;;;;;;;;;;;;;;;;;;;;;
TC-EDH;4175;;;;;;;;;;;;;;;;;;;;;;
TC-EET;0;;;;;;;;;;;;;;;;;;;;;;
TC-EGT;0000;;;;;;;;;;;;;;;;;;;;;;
TC-ET1;0;;;;;;;;;;;;;;;;;;;;;;
TC-ET2;0;;;;;;;;;;;;;;;;;;;;;;
TC-ET4;0;;;;;;;;;;;;;;;;;;;;;;
TC-ET5;0;;;;;;;;;;;;;;;;;;;;;;
TC-ETF;1438;;;;;;;;;;;;;;;;;;;;;;
TC-ETH;968;;;;;;;;;;;;;;;;;;;;;;
TC-ETJ;974;;;;;;;;;;;;;;;;;;;;;;
TC-ETM;604;;;;;;;;;;;;;;;;;;;;;;
TC-ETV;1950;;;;;;;;;;;;;;;;;;;;;;
TC-FBH;4207;;;;;;;;;;;;;;;;;;;;;;
TC-FBO;5096;;;;;;;;;;;;;;;;;;;;;;
TC-FBR;2524;;;;;;;;;;;;;;;;;;;;;;
TC-FBV;4658;;;;;;;;;;;;;;;;;;;;;;
TC-FHC;3852;;;;;;;;;;;;;;;;;;;;;;
TC-FHG;2922;;;;;;;;;;;;;;;;;;;;;;
TC-FHI;03984;;;;;;;;;;;;;;;;;;;;;;
TC-FHK;4102;;;;;;;;;;;;;;;;;;;;;;
TC-FHL;4154;;;;;;;;;;;;;;;;;;;;;;
TC-FHM;3012;;;;;;;;;;;;;;;;;;;;;;
TC-FHN;5673;;;;;;;;;;;;;;;;;;;;;;
TC-FHP;05906;;;;;;;;;;;;;;;;;;;;;;
TC-FHY;3891;;;;;;;;;;;;;;;;;;;;;;
TC-FS2;0;;;;;;;;;;;;;;;;;;;;;;
TC-FS3;0;;;;;;;;;;;;;;;;;;;;;;
TC-FS4;0;;;;;;;;;;;;;;;;;;;;;;
TC-FS5;0;;;;;;;;;;;;;;;;;;;;;;
TC-FS6;0;;;;;;;;;;;;;;;;;;;;;;
TC-FS7;0;;;;;;;;;;;;;;;;;;;;;;
TC-FS8;0;;;;;;;;;;;;;;;;;;;;;;
TC-FS9;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSA;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSB;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSC;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSD;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSE;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSF;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSG;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSH;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSI;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSJ;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSK;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSL-C;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSL-N;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSM-C;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSM-N;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSN;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSO;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSP;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSR;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSS;0;;;;;;;;;;;;;;;;;;;;;;
TC-FST;0;;;;;;;;;;;;;;;;;;;;;;
TC-FSV;0;;;;;;;;;;;;;;;;;;;;;;
TC-GAP;4240;;;;;;;;;;;;;;;;;;;;;;
TC-GHP;8052;;;;;;;;;;;;;;;;;;;;;;
TC-GVA;1043;;;;;;;;;;;;;;;;;;;;;;
TC-GVB;1027;;;;;;;;;;;;;;;;;;;;;;
TC-IPK;4239;;;;;;;;;;;;;;;;;;;;;;
TC-IST;4042;;;;;;;;;;;;;;;;;;;;;;
TC-IZB;37743;;;;;;;;;;;;;;;;;;;;;;
TC-IZC;37745;;;;;;;;;;;;;;;;;;;;;;
TC-IZD;32348;;;;;;;;;;;;;;;;;;;;;;
TC-IZE;37740;;;;;;;;;;;;;;;;;;;;;;
TC-IZG;33605;;;;;;;;;;;;;;;;;;;;;;
TC-IZI;34904;;;;;;;;;;;;;;;;;;;;;;
TC-IZJ;35700;;;;;;;;;;;;;;;;;;;;;;
TC-IZK;37742;;;;;;;;;;;;;;;;;;;;;;
TC-JCC;0;;;;;;;;;;;;;;;;;;;;;;
TC-JCF;0;;;;;;;;;;;;;;;;;;;;;;
TC-JCI;1442;;;;;;;;;;;;;;;;;;;;;;
TC-JDK;0025;;;;;;;;;;;;;;;;;;;;;;
TC-JDO;1004;;;;;;;;;;;;;;;;;;;;;;
TC-JDP;1092;;;;;;;;;;;;;;;;;;;;;;
TC-JDR;1344;;;;;;;;;;;;;;;;;;;;;;
TC-JDS;1418;;;;;;;;;;;;;;;;;;;;;;
TC-JEL;0;;;;;;;;;;;;;;;;;;;;;;
TC-JES;0;;;;;;;;;;;;;;;;;;;;;;
TC-JFC;29765;;;;;;;;;;;;;;;;;;;;;;
TC-JFD;29766;;;;;;;;;;;;;;;;;;;;;;
TC-JFE;29767;;;;;;;;;;;;;;;;;;;;;;
TC-JFF;29768;;;;;;;;;;;;;;;;;;;;;;
TC-JFG;29769;;;;;;;;;;;;;;;;;;;;;;
TC-JFH;29770;;;;;;;;;;;;;;;;;;;;;;
TC-JFI;29771;;;;;;;;;;;;;;;;;;;;;;
TC-JFJ;29772;;;;;;;;;;;;;;;;;;;;;;
TC-JFK;29773;;;;;;;;;;;;;;;;;;;;;;
TC-JFL;29774;;;;;;;;;;;;;;;;;;;;;;
TC-JFM;29775;;;;;;;;;;;;;;;;;;;;;;
TC-JFN;29776;;;;;;;;;;;;;;;;;;;;;;
TC-JFO;29777;;;;;;;;;;;;;;;;;;;;;;
TC-JFP;29778;;;;;;;;;;;;;;;;;;;;;;
TC-JFR;29779;;;;;;;;;;;;;;;;;;;;;;
TC-JFT;29780;;;;;;;;;;;;;;;;;;;;;;
TC-JFU;29781;;;;;;;;;;;;;;;;;;;;;;
TC-JFV;29782;;;;;;;;;;;;;;;;;;;;;;
TC-JFY;29783;;;;;;;;;;;;;;;;;;;;;;
TC-JFZ;29784;;;;;;;;;;;;;;;;;;;;;;
TC-JGA;29785;;;;;;;;;;;;;;;;;;;;;;
TC-JGB;29786;;;;;;;;;;;;;;;;;;;;;;
TC-JGC;29787;;;;;;;;;;;;;;;;;;;;;;
TC-JGD;29788;;;;;;;;;;;;;;;;;;;;;;
TC-JGF;29790;;;;;;;;;;;;;;;;;;;;;;
TC-JGG;34405;;;;;;;;;;;;;;;;;;;;;;
TC-JGI;34407;;;;;;;;;;;;;;;;;;;;;;
TC-JGR;34415;;;;;;;;;;;;;;;;;;;;;;
TC-JGS;34416;;;;;;;;;;;;;;;;;;;;;;
TC-JGT;34417;;;;;;;;;;;;;;;;;;;;;;
TC-JGU;34418;;;;;;;;;;;;;;;;;;;;;;
TC-JGV;34419;;;;;;;;;;;;;;;;;;;;;;
TC-JGY;35738;;;;;;;;;;;;;;;;;;;;;;
TC-JGZ;35739;;;;;;;;;;;;;;;;;;;;;;
TC-JHA;35740;;;;;;;;;;;;;;;;;;;;;;
TC-JHB;35741;;;;;;;;;;;;;;;;;;;;;;
TC-JHC;35742;;;;;;;;;;;;;;;;;;;;;;
TC-JHD;35743;;;;;;;;;;;;;;;;;;;;;;
TC-JHE;35744;;;;;;;;;;;;;;;;;;;;;;
TC-JHF;35745;;;;;;;;;;;;;;;;;;;;;;
TC-JHK;40975;;;;;;;;;;;;;;;;;;;;;;
TC-JHL;40976;;;;;;;;;;;;;;;;;;;;;;
TC-JHM;40980;;;;;;;;;;;;;;;;;;;;;;
TC-JHN;40981;;;;;;;;;;;;;;;;;;;;;;
TC-JHO;40987;;;;;;;;;;;;;;;;;;;;;;
TC-JHP;42000;;;;;;;;;;;;;;;;;;;;;;
TC-JHR;40989;;;;;;;;;;;;;;;;;;;;;;
TC-JHS;40991;;;;;;;;;;;;;;;;;;;;;;
TC-JHT;42001;;;;;;;;;;;;;;;;;;;;;;
TC-JHU;42002;;;;;;;;;;;;;;;;;;;;;;
TC-JHV;40992;;;;;;;;;;;;;;;;;;;;;;
TC-JHY;42003;;;;;;;;;;;;;;;;;;;;;;
TC-JHZ;42004;;;;;;;;;;;;;;;;;;;;;;
TC-JIL;0882;;;;;;;;;;;;;;;;;;;;;;
TC-JIM;0901;;;;;;;;;;;;;;;;;;;;;;
TC-JIN;0932;;;;;;;;;;;;;;;;;;;;;;
TC-JIO;0869;;;;;;;;;;;;;;;;;;;;;;
TC-JIP;0876;;;;;;;;;;;;;;;;;;;;;;
TC-JIR;0949;;;;;;;;;;;;;;;;;;;;;;
TC-JIS;0961;;;;;;;;;;;;;;;;;;;;;;
TC-JIT;0977;;;;;;;;;;;;;;;;;;;;;;
TC-JIZ;1118;;;;;;;;;;;;;;;;;;;;;;
TC-JJE;40707;;;;;;;;;;;;;;;;;;;;;;
TC-JJF;40708;;;;;;;;;;;;;;;;;;;;;;
TC-JJG;40791;;;;;;;;;;;;;;;;;;;;;;
TC-JJH;40792;;;;;;;;;;;;;;;;;;;;;;
TC-JJI;40709;;;;;;;;;;;;;;;;;;;;;;
TC-JJJ;40710;;;;;;;;;;;;;;;;;;;;;;
TC-JJK;40711;;;;;;;;;;;;;;;;;;;;;;
TC-JJL;40793;;;;;;;;;;;;;;;;;;;;;;
TC-JJM;40794;;;;;;;;;;;;;;;;;;;;;;
TC-JJN;40795;;;;;;;;;;;;;;;;;;;;;;
TC-JJO;40796;;;;;;;;;;;;;;;;;;;;;;
TC-JJP;40797;;;;;;;;;;;;;;;;;;;;;;
TC-JJR;44116;;;;;;;;;;;;;;;;;;;;;;
TC-JJS;44117;;;;;;;;;;;;;;;;;;;;;;
TC-JJT;44118;;;;;;;;;;;;;;;;;;;;;;
TC-JJU;60401;;;;;;;;;;;;;;;;;;;;;;
TC-JJV;44119;;;;;;;;;;;;;;;;;;;;;;
TC-JJY;44120;;;;;;;;;;;;;;;;;;;;;;
TC-JJZ;44122;;;;;;;;;;;;;;;;;;;;;;
TC-JKO;34300;;;;;;;;;;;;;;;;;;;;;;
TC-JKU;41805;;;;;;;;;;;;;;;;;;;;;;
TC-JKV;41808;;;;;;;;;;;;;;;;;;;;;;
TC-JLA;0;;;;;;;;;;;;;;;;;;;;;;
TC-JLS;4629;;;;;;;;;;;;;;;;;;;;;;
TC-JLT;4665;;;;;;;;;;;;;;;;;;;;;;
TC-JLU;4695;;;;;;;;;;;;;;;;;;;;;;
TC-JLV;4755;;;;;;;;;;;;;;;;;;;;;;
TC-JLY;4774;;;;;;;;;;;;;;;;;;;;;;
TC-JLZ;4790;;;;;;;;;;;;;;;;;;;;;;
TC-JMH;3637;;;;;;;;;;;;;;;;;;;;;;
TC-JMI;3673;;;;;;;;;;;;;;;;;;;;;;
TC-JMJ;3688;;;;;;;;;;;;;;;;;;;;;;
TC-JMK;3738;;;;;;;;;;;;;;;;;;;;;;
TC-JML;3382;;;;;;;;;;;;;;;;;;;;;;
TC-JMM;2916;;;;;;;;;;;;;;;;;;;;;;
TC-JMN;2919;;;;;;;;;;;;;;;;;;;;;;
TC-JNA;0697;;;;;;;;;;;;;;;;;;;;;;
TC-JNB;0704;;;;;;;;;;;;;;;;;;;;;;
TC-JNC;0742;;;;;;;;;;;;;;;;;;;;;;
TC-JND;0754;;;;;;;;;;;;;;;;;;;;;;
TC-JNE;0774;;;;;;;;;;;;;;;;;;;;;;
TC-JNH;1150;;;;;;;;;;;;;;;;;;;;;;
TC-JNI;1160;;;;;;;;;;;;;;;;;;;;;;
TC-JNJ;1170;;;;;;;;;;;;;;;;;;;;;;
TC-JNK;1172;;;;;;;;;;;;;;;;;;;;;;
TC-JNL;1204;;;;;;;;;;;;;;;;;;;;;;
TC-JNM;1212;;;;;;;;;;;;;;;;;;;;;;
TC-JNN;1228;;;;;;;;;;;;;;;;;;;;;;
TC-JNO;1298;;;;;;;;;;;;;;;;;;;;;;
TC-JNP;1307;;;;;;;;;;;;;;;;;;;;;;
TC-JNR;1311;;;;;;;;;;;;;;;;;;;;;;
TC-JNS;1458;;;;;;;;;;;;;;;;;;;;;;
TC-JNT;1476;;;;;;;;;;;;;;;;;;;;;;
TC-JNZ;1487;;;;;;;;;;;;;;;;;;;;;;
TC-JOA;1501;;;;;;;;;;;;;;;;;;;;;;
TC-JOB;1514;;;;;;;;;;;;;;;;;;;;;;
TC-JOD;1529;;;;;;;;;;;;;;;;;;;;;;
TC-JOE;1571;;;;;;;;;;;;;;;;;;;;;;
TC-JOF;1616;;;;;;;;;;;;;;;;;;;;;;
TC-JOG;1620;;;;;;;;;;;;;;;;;;;;;;
TC-JOH;1622;;;;;;;;;;;;;;;;;;;;;;
TC-JOI;1629;;;;;;;;;;;;;;;;;;;;;;
TC-JOJ;1640;;;;;;;;;;;;;;;;;;;;;;
TC-JOK;1642;;;;;;;;;;;;;;;;;;;;;;
TC-JOL;1644;;;;;;;;;;;;;;;;;;;;;;
TC-JOM;1499;;;;;;;;;;;;;;;;;;;;;;
TC-JOO;1164;;;;;;;;;;;;;;;;;;;;;;
TC-JOU;1550;;;;;;;;;;;;;;;;;;;;;;
TC-JOV;1722;;;;;;;;;;;;;;;;;;;;;;
TC-JOY;1750;;;;;;;;;;;;;;;;;;;;;;
TC-JOZ;1768;;;;;;;;;;;;;;;;;;;;;;
TC-JPC;2928;;;;;;;;;;;;;;;;;;;;;;
TC-JPD;2934;;;;;;;;;;;;;;;;;;;;;;
TC-JPF;2984;;;;;;;;;;;;;;;;;;;;;;
TC-JPG;3010;;;;;;;;;;;;;;;;;;;;;;
TC-JPH;3185;;;;;;;;;;;;;;;;;;;;;;
TC-JPI;3208;;;;;;;;;;;;;;;;;;;;;;
TC-JPJ;3239;;;;;;;;;;;;;;;;;;;;;;
TC-JPK;3257;;;;;;;;;;;;;;;;;;;;;;
TC-JPL;3303;;;;;;;;;;;;;;;;;;;;;;
TC-JPM;3341;;;;;;;;;;;;;;;;;;;;;;
TC-JPN;3558;;;;;;;;;;;;;;;;;;;;;;
TC-JPP;3603;;;;;;;;;;;;;;;;;;;;;;
TC-JPR;3654;;;;;;;;;;;;;;;;;;;;;;
TC-JPS;3718;;;;;;;;;;;;;;;;;;;;;;
TC-JPT;3719;;;;;;;;;;;;;;;;;;;;;;
TC-JRA;2823;;;;;;;;;;;;;;;;;;;;;;
TC-JRB;2868;;;;;;;;;;;;;;;;;;;;;;
TC-JRC;2999;;;;;;;;;;;;;;;;;;;;;;
TC-JRD;3015;;;;;;;;;;;;;;;;;;;;;;
TC-JRE;3126;;;;;;;;;;;;;;;;;;;;;;
TC-JRF;3207;;;;;;;;;;;;;;;;;;;;;;
TC-JRG;3283;;;;;;;;;;;;;;;;;;;;;;
TC-JRH;3350;;;;;;;;;;;;;;;;;;;;;;
TC-JRI;3405;;;;;;;;;;;;;;;;;;;;;;
TC-JRJ;3429;;;;;;;;;;;;;;;;;;;;;;
TC-JRK;3525;;;;;;;;;;;;;;;;;;;;;;
TC-JRL;3539;;;;;;;;;;;;;;;;;;;;;;
TC-JRM;4643;;;;;;;;;;;;;;;;;;;;;;
TC-JRN;4654;;;;;;;;;;;;;;;;;;;;;;
TC-JRO;4682;;;;;;;;;;;;;;;;;;;;;;
TC-JRP;4698;;;;;;;;;;;;;;;;;;;;;;
TC-JRR;4706;;;;;;;;;;;;;;;;;;;;;;
TC-JRS;4761;;;;;;;;;;;;;;;;;;;;;;
TC-JRT;4779;;;;;;;;;;;;;;;;;;;;;;
TC-JRU;4788;;;;;;;;;;;;;;;;;;;;;;
TC-JRV;5077;;;;;;;;;;;;;;;;;;;;;;
TC-JRY;5083;;;;;;;;;;;;;;;;;;;;;;
TC-JRZ;5118;;;;;;;;;;;;;;;;;;;;;;
TC-JSA;5154;;;;;;;;;;;;;;;;;;;;;;
TC-JSB;5205;;;;;;;;;;;;;;;;;;;;;;
TC-JSC;5254;;;;;;;;;;;;;;;;;;;;;;
TC-JSD;5388;;;;;;;;;;;;;;;;;;;;;;
TC-JSE;5450;;;;;;;;;;;;;;;;;;;;;;
TC-JSF;5465;;;;;;;;;;;;;;;;;;;;;;
TC-JSG;5490;;;;;;;;;;;;;;;;;;;;;;
TC-JSH;5546;;;;;;;;;;;;;;;;;;;;;;
TC-JSI;5584;;;;;;;;;;;;;;;;;;;;;;
TC-JSJ;5633;;;;;;;;;;;;;;;;;;;;;;
TC-JSK;5663;;;;;;;;;;;;;;;;;;;;;;
TC-JSL;5667;;;;;;;;;;;;;;;;;;;;;;
TC-JSM;5689;;;;;;;;;;;;;;;;;;;;;;
TC-JSN;6508;;;;;;;;;;;;;;;;;;;;;;
TC-JSO;6563;;;;;;;;;;;;;;;;;;;;;;
TC-JSP;6599;;;;;;;;;;;;;;;;;;;;;;
TC-JSR;6652;;;;;;;;;;;;;;;;;;;;;;
TC-JSS;6657;;;;;;;;;;;;;;;;;;;;;;
TC-JST;6682;;;;;;;;;;;;;;;;;;;;;;
TC-JSU;6709;;;;;;;;;;;;;;;;;;;;;;
TC-JSV;6751;;;;;;;;;;;;;;;;;;;;;;
TC-JSY;6758;;;;;;;;;;;;;;;;;;;;;;
TC-JSZ;6766;;;;;;;;;;;;;;;;;;;;;;
TC-JTA;6781;;;;;;;;;;;;;;;;;;;;;;
TC-JTD;6822;;;;;;;;;;;;;;;;;;;;;;
TC-JTE;6869;;;;;;;;;;;;;;;;;;;;;;
TC-JTF;6987;;;;;;;;;;;;;;;;;;;;;;
TC-JTG;6990;;;;;;;;;;;;;;;;;;;;;;
TC-JTH;7029;;;;;;;;;;;;;;;;;;;;;;
TC-JTI;7089;;;;;;;;;;;;;;;;;;;;;;
TC-JTJ;7139;;;;;;;;;;;;;;;;;;;;;;
TC-JTK;7146;;;;;;;;;;;;;;;;;;;;;;
TC-JTL;7166;;;;;;;;;;;;;;;;;;;;;;
TC-JTM;7242;;;;;;;;;;;;;;;;;;;;;;
TC-JTN;7274;;;;;;;;;;;;;;;;;;;;;;
TC-JTO;7299;;;;;;;;;;;;;;;;;;;;;;
TC-JTP;7516;;;;;;;;;;;;;;;;;;;;;;
TC-JTR;7518;;;;;;;;;;;;;;;;;;;;;;
TC-JUE;2156;;;;;;;;;;;;;;;;;;;;;;
TC-JUF;2164;;;;;;;;;;;;;;;;;;;;;;
TC-JUG;2395;;;;;;;;;;;;;;;;;;;;;;
TC-JUI;2401;;;;;;;;;;;;;;;;;;;;;;
TC-JUJ;2522;;;;;;;;;;;;;;;;;;;;;;
TC-JUK;2602;;;;;;;;;;;;;;;;;;;;;;
TC-JVA;40988;;;;;;;;;;;;;;;;;;;;;;
TC-JVB;40990;;;;;;;;;;;;;;;;;;;;;;
TC-JVC;42005;;;;;;;;;;;;;;;;;;;;;;
TC-JVD;42007;;;;;;;;;;;;;;;;;;;;;;
TC-JVE;42006;;;;;;;;;;;;;;;;;;;;;;
TC-JVF;42008;;;;;;;;;;;;;;;;;;;;;;
TC-JVG;42009;;;;;;;;;;;;;;;;;;;;;;
TC-JVH;60012;;;;;;;;;;;;;;;;;;;;;;
TC-JVI;60013;;;;;;;;;;;;;;;;;;;;;;
TC-JVJ;60015;;;;;;;;;;;;;;;;;;;;;;
TC-JVK;60014;;;;;;;;;;;;;;;;;;;;;;
TC-JVL;60017;;;;;;;;;;;;;;;;;;;;;;
TC-JVM;60016;;;;;;;;;;;;;;;;;;;;;;
TC-JVN;60018;;;;;;;;;;;;;;;;;;;;;;
TC-JVO;60031;;;;;;;;;;;;;;;;;;;;;;
TC-JVP;60019;;;;;;;;;;;;;;;;;;;;;;
TC-JVR;60030;;;;;;;;;;;;;;;;;;;;;;
TC-JVS;60021;;;;;;;;;;;;;;;;;;;;;;
TC-JVT;60020;;;;;;;;;;;;;;;;;;;;;;
TC-JVU;60022;;;;;;;;;;;;;;;;;;;;;;
TC-JVV;60023;;;;;;;;;;;;;;;;;;;;;;
TC-JVY;60024;;;;;;;;;;;;;;;;;;;;;;
TC-JVZ;60025;;;;;;;;;;;;;;;;;;;;;;
TC-JYA;40973;;;;;;;;;;;;;;;;;;;;;;
TC-JYB;40974;;;;;;;;;;;;;;;;;;;;;;
TC-JYC;40977;;;;;;;;;;;;;;;;;;;;;;
TC-JYD;40978;;;;;;;;;;;;;;;;;;;;;;
TC-JYE;40979;;;;;;;;;;;;;;;;;;;;;;
TC-JYF;40982;;;;;;;;;;;;;;;;;;;;;;
TC-JYG;40983;;;;;;;;;;;;;;;;;;;;;;
TC-JYH;40984;;;;;;;;;;;;;;;;;;;;;;
TC-JYI;40985;;;;;;;;;;;;;;;;;;;;;;
TC-JYJ;40986;;;;;;;;;;;;;;;;;;;;;;
TC-JYL;42010;;;;;;;;;;;;;;;;;;;;;;
TC-JYM;42011;;;;;;;;;;;;;;;;;;;;;;
TC-JYN;42012;;;;;;;;;;;;;;;;;;;;;;
TC-JYO;42013;;;;;;;;;;;;;;;;;;;;;;
TC-JYP;42014;;;;;;;;;;;;;;;;;;;;;;
TC-JZA;172S10964;;;;;;;;;;;;;;;;;;;;;;
TC-JZB;172S11007;;;;;;;;;;;;;;;;;;;;;;
TC-JZD;172S11012;;;;;;;;;;;;;;;;;;;;;;
TC-JZE;60026;;;;;;;;;;;;;;;;;;;;;;
TC-JZF;60027;;;;;;;;;;;;;;;;;;;;;;
TC-JZG;60028;;;;;;;;;;;;;;;;;;;;;;
TC-JZH;60029;;;;;;;;;;;;;;;;;;;;;;
TC-JZJ;34995;;;;;;;;;;;;;;;;;;;;;;
TC-JZK;34996;;;;;;;;;;;;;;;;;;;;;;
TC-JZL;34999;;;;;;;;;;;;;;;;;;;;;;
TC-JZN;39026;;;;;;;;;;;;;;;;;;;;;;
TC-JZO;39027;;;;;;;;;;;;;;;;;;;;;;
TC-JZR;39030;;;;;;;;;;;;;;;;;;;;;;
TC-JZS;39031;;;;;;;;;;;;;;;;;;;;;;
TC-JZT;39032;;;;;;;;;;;;;;;;;;;;;;
TC-JZU;40316;;;;;;;;;;;;;;;;;;;;;;
TC-JZV;40319;;;;;;;;;;;;;;;;;;;;;;
TC-JZZ;60176;;;;;;;;;;;;;;;;;;;;;;
